1, -0.060450, -0.060450, 0.000000
2, -0.062322, -0.062322, 0.000000
3, -0.057880, -0.057880, 0.000000
4, -0.080871, -0.080871, 0.000000
5, -0.067131, -0.067131, 0.000000
6, -0.074955, -0.074957, 0.000001
7, -0.064036, -0.064045, 0.000002
8, -0.088291, -0.088320, 0.000007
9, -0.081674, -0.081761, 0.000022
10, -0.082441, -0.082873, 0.000108
11, -0.086673, -0.087109, 0.000109
12, -0.076966, -0.077391, 0.000106
13, -0.070640, -0.070942, 0.000075
14, -0.075856, -0.076030, 0.000043
15, -0.083675, -0.083777, 0.000025
16, -0.076635, -0.076749, 0.000029
17, -0.067877, -0.068010, 0.000033
18, -0.067736, -0.067896, 0.000040
19, -0.068831, -0.069035, 0.000051
20, -0.086562, -0.086850, 0.000072
21, -0.082785, -0.083197, 0.000103
22, -0.090983, -0.091330, 0.000087
23, -0.084281, -0.084512, 0.000058
24, -0.070973, -0.071139, 0.000041
25, -0.076056, -0.076171, 0.000029
26, -0.075805, -0.075903, 0.000025
27, -0.085654, -0.085754, 0.000025
28, -0.056710, -0.056820, 0.000028
29, -0.079698, -0.079854, 0.000039
30, -0.068364, -0.068584, 0.000055
31, -0.047187, -0.047532, 0.000086
32, -0.069560, -0.070030, 0.000117
33, -0.062511, -0.062941, 0.000107
34, -0.067987, -0.068406, 0.000105
35, -0.057629, -0.057928, 0.000075
36, -0.087761, -0.087999, 0.000060
37, -0.067292, -0.067526, 0.000058
38, -0.078180, -0.078425, 0.000061
39, -0.062352, -0.062610, 0.000065
40, -0.087857, -0.088167, 0.000078
41, -0.086844, -0.087216, 0.000093
42, -0.068620, -0.069054, 0.000109
43, -0.091363, -0.091813, 0.000113
44, -0.084221, -0.084596, 0.000094
45, -0.084125, -0.084466, 0.000085
46, -0.084032, -0.084301, 0.000067
47, -0.067156, -0.067417, 0.000065
48, -0.084232, -0.084504, 0.000068
49, -0.087976, -0.088254, 0.000070
50, -0.077386, -0.077733, 0.000087
51, -0.064862, -0.065313, 0.000113
52, -0.088235, -0.088815, 0.000145
53, -0.077490, -0.078142, 0.000163
54, -0.077537, -0.078063, 0.000131
55, -0.070306, -0.070619, 0.000078
56, -0.062444, -0.062630, 0.000046
57, -0.068434, -0.068580, 0.000037
58, -0.076339, -0.076475, 0.000034
59, -0.078050, -0.078206, 0.000039
60, -0.085661, -0.085888, 0.000057
61, -0.079616, -0.079944, 0.000082
62, -0.083649, -0.084027, 0.000094
63, -0.068876, -0.069295, 0.000105
64, -0.085372, -0.085747, 0.000094
65, -0.084618, -0.084919, 0.000075
66, -0.067320, -0.067563, 0.000061
67, -0.084966, -0.085161, 0.000049
68, -0.085587, -0.085768, 0.000045
69, -0.071281, -0.071463, 0.000045
70, -0.064034, -0.064215, 0.000045
71, -0.085651, -0.085861, 0.000053
72, -0.064615, -0.064890, 0.000069
73, -0.071531, -0.071929, 0.000100
74, -0.085106, -0.085576, 0.000118
75, -0.084953, -0.085369, 0.000104
76, -0.092294, -0.092635, 0.000085
77, -0.071050, -0.071319, 0.000067
78, -0.076787, -0.077054, 0.000067
79, -0.069584, -0.069880, 0.000074
80, -0.064210, -0.064601, 0.000098
81, -0.064360, -0.064895, 0.000134
82, -0.084578, -0.085030, 0.000113
83, -0.084583, -0.085038, 0.000114
84, -0.065244, -0.065837, 0.000148
85, -0.087744, -0.088114, 0.000093
86, -0.076332, -0.076615, 0.000071
87, -0.084967, -0.085167, 0.000050
88, -0.067747, -0.068041, 0.000074
89, -0.058051, -0.058366, 0.000079
90, -0.067964, -0.068349, 0.000096
91, -0.078715, -0.079015, 0.000075
92, -0.078687, -0.079050, 0.000091
93, -0.077578, -0.078093, 0.000129
94, -0.068223, -0.068720, 0.000124
95, -0.077503, -0.077830, 0.000082
96, -0.069013, -0.069462, 0.000112
97, -0.080650, -0.080988, 0.000084
98, -0.063547, -0.063881, 0.000084
99, -0.071638, -0.071989, 0.000088
